"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"22.03.2022","42.375,0","41.022,0","43.327,9","40.893,0","537,00M","3,30%"
"21.03.2022","41.022,0","41.282,0","41.532,0","40.530,0","406,62M","-0,62%"
"20.03.2022","41.276,0","42.241,0","42.301,0","40.922,0","308,45M","-2,27%"
"19.03.2022","42.233,0","41.768,0","42.386,0","41.529,6","224,59M","1,11%"
"18.03.2022","41.767,8","40.914,6","42.308,4","40.234,8","2,31B","2,08%"
"17.03.2022","40.914,8","41.118,7","41.406,0","40.557,8","1,90B","-0,50%"
"16.03.2022","41.118,7","39.282,5","41.701,6","38.953,2","4,47B","4,67%"
